ins,additive_name,food_category_code,food_category,max_level,limit_type,note,page
,CAROTENOID,1.6.4.1,"Plain
processed
cheese/
processed
cheese,
processed
cheese
spreads",100 mg/kg,numeric,,97
160a(ii),"beta-Carotenes,",1.6.4.1,"Plain
processed
cheese/
processed
cheese,
processed
cheese
spreads","1,000 mg/kg",numeric,,97
472e,Diacetyltartaric,1.6.4.1,"Plain
processed
cheese/
processed
cheese,
processed
cheese
spreads","10,000 mg/kg",numeric,,97
,HYDROXYBEN,1.6.4.1,"Plain
processed
cheese/
processed
cheese,
processed
cheese
spreads",300 mg/kg,numeric,27,97
,IRON OXIDES,,,50 mg/kg,numeric,,98
243,Lauric arginate,,,200 mg/kg,numeric,"80,3",98
235,Natamycin,,,40 mg/kg,numeric,,98
,PHOSPHATES,,PHOSPHATES,"9,000 mg/kg",numeric,33,98
,RIBOFLAVINS,,PHOSPHATES,300 mg/kg,numeric,,98
,SODIUM,,PHOSPHATES,"1,600 mg/kg",numeric,"251, 6",98
,SORBATES,,PHOSPHATES,"3,000 mg/kg",numeric,42,98
110,Sunset yellow,,PHOSPHATES,100 mg/kg,numeric,3,98
100,Curcumin,,PHOSPHATES,100 mg/kg,numeric,,98
140,Chlorophyll,,PHOSPHATES,100 mg/kg,numeric,,98
,Annatto,,Annatto,50 mg/kg,numeric,,98
234,Nisin,,Annatto,12.5 mg/kg,numeric,,98
129,Allura red AC,1.6.4.2,"Flavoured
processed
cheese,
including
containing
fruit,
vegetables,
meat etc.",100 mg/kg,numeric,,98
,CAROTENOID,1.6.4.2,"Flavoured
processed
cheese,
including
containing
fruit,
vegetables,
meat etc.",100 mg/kg,numeric,,98
,CHLOROPHYL,1.6.4.2,"Flavoured
processed
cheese,
including
containing
fruit,
vegetables,
meat etc.",50 mg/kg,numeric,,98
161g,Canthaxanthin,1.6.4.2,"Flavoured
processed
cheese,
including
containing
fruit,
vegetables,
meat etc.",15 mg/kg,numeric,,98
150d,Caramel IV -,,,"50,000 mg/kg",numeric,"50,000",99
160a(ii),"beta-Carotenes,",,,"1,000 mg/kg",numeric,,99
472e,Diacetyltartaric,,,"10,000 mg/kg",numeric,,99
163(ii),Grape skin extract,,,"1,000 mg/kg",numeric,,99
,HYDROXYBEN,,,300 mg/kg,numeric,27,99
,IRON OXIDES,,,50 mg/kg,numeric,,99
132,Indigotine (Indigo,,,100 mg/kg,numeric,,99
243,Lauric arginate,,,200 mg/kg,numeric,,99
235,Natamycin,,,40 mg/kg,numeric,"3, 80",99
,PHOSPHATES,,,"9,000 mg/kg",numeric,33,99
124,Ponceau 4R,,,100 mg/kg,numeric,,99
,RIBOFLAVINS,,,300 mg/kg,numeric,,99
,SODIUM,,,1600 mg/kg,numeric,"251, 6",99
,SORBATES,,,"3,000 mg/kg",numeric,42,99
110,Sunset yellow,,,100 mg/kg,numeric,,99
950,Acesulfame,1.6.5,"Cheese
analogues",350 mg/kg,numeric,188,100
129,Allura red AC,1.6.5,"Cheese
analogues",100 mg/kg,numeric,3,100
951,Aspartame,1.6.5,"Cheese
analogues","1,000 mg/kg",numeric,191,100
133,Brilliant blue FCF,1.6.5,"Cheese
analogues",100 mg/kg,numeric,3,100
,CAROTENOID,1.6.5,"Cheese
analogues",200 mg/kg,numeric,,100
,CHLOROPHYL,1.6.5,"Cheese
analogues",50 mg/kg,numeric,,100
161g,Canthaxanthin,1.6.5,"Cheese
analogues",15 mg/kg,numeric,,100
150d,Caramel IV -,1.6.5,"Cheese
analogues","50,000 mg/kg",numeric,"50,000",100
160a(ii),"beta-Carotenes,",1.6.5,"Cheese
analogues","1,000 mg/kg",numeric,3,100
472e,Diacetyltartaric,1.6.5,"Cheese
analogues","10,000 mg/kg",numeric,,100
163(ii),Grape skin extract,1.6.5,"Cheese
analogues","1,000 mg/kg",numeric,,100
,HYDROXYBEN,1.6.5,"Cheese
analogues",500 mg/kg,numeric,"27,",100
132,Indigotine (Indigo,1.6.5,"Cheese
analogues",100 mg/kg,numeric,,100
243,Lauric arginate,1.6.5,Lauric arginate,200 mg/kg,numeric,,100
235,Natamycin,,,40 mg/kg,numeric,"3, 80",101
961,Neotame,,,33 mg/kg,numeric,,101
234,Nisin,,,12 mg/kg,numeric,,101
,PHOSPHATES,,PHOSPHATES,"9,000 mg/kg",numeric,,101
124,Ponceau 4R,,PHOSPHATES,100 mg/kg,numeric,3,101
,RIBOFLAVINS,,PHOSPHATES,300 mg/kg,numeric,,101
,SACCHARINS,,PHOSPHATES,100 mg/kg,numeric,,101
,SORBATES,,PHOSPHATES,"3,000 mg/kg",numeric,42,101
955,Sucralose,,PHOSPHATES,500 mg/kg,numeric,,101
110,Sunset yellow,,PHOSPHATES,100 mg/kg,numeric,3,101
260,"Acetic acid,",1.6.6,"Whey protein
cheese",GMP,gmp,,101
282,"Calcium
propionate",,,"3,000 mg/kg",numeric,70,102
330,Citric acid,,,GMP,gmp,,102
575,"Glucono delta-
lactone",,,GMP,gmp,,102
270,"Lactic acid, L-, D-
and DL-",,,GMP,gmp,,102
296,"Malic acid, DL-",,,GMP,gmp,,102
235,"Natamycin
(Pimaricin)",,,40 mg/kg,numeric,"80,3",102
234,Nisin,,,12 mg/kg,numeric,,102
280,Propionic acid,,,"3,000 mg/kg",numeric,,102
,SORBATES,,,"3,000 mg/kg",numeric,"70, 42",102
281,"Sodium
propionate",,,"3,000 mg/kg",numeric,70,102
,"ASCORBYL
ESTERS",1.7,"Dairy based
desserts",500 mg/kg,numeric,"10, 2",102
950,"Acesulfame
potassium",1.7,"Dairy based
desserts",350 mg/kg,numeric,188,102
129,Allura red AC,1.7,"Dairy based
desserts",100 mg/kg,numeric,,102
442,"Ammonium salts
of phosphatidic
acid",1.7,"Dairy based
desserts","5,000 mg/kg",numeric,231,102
951,Aspartame,1.7,"Dairy based
desserts","1,000 mg/kg",numeric,191,102
962,"Aspartame-
acesulfame salt",1.7,"Dairy based
desserts",350 mg/kg,numeric,113,102
,BENZOATES,1.7,"Dairy based
desserts",300 mg/kg,numeric,13,102
320,Butylated,1.7,"Dairy based
desserts",200 mg/kg,numeric,,102
133,Brilliant blue FCF,,,100 mg/kg,numeric,,103
,CAROTENOID,,,100 mg/kg,numeric,,103
,CHLOROPHYL,,,500 mg/kg,numeric,,103
150c,Caramel III -,,,"2,000 mg/kg",numeric,,103
150d,Caramel IV -,,,"3,000 mg/kg",numeric,,103
160a(ii),"beta-Carotenes,",,,"1,000 mg/kg",numeric,,103
472e,Diacetyltartaric,,,"10,000 mg/kg",numeric,,103
143,Fast green FCF,,,100 mg/kg,numeric,2,103
163(ii),Grape skin extract,,,200 mg/kg,numeric,181,103
,HYDROXYBEN,,,120 mg/kg,numeric,27,103
,IRON OXIDES,,,100 mg/kg,numeric,,103
132,Indigotine (Indigo,,,100 mg/kg,numeric,,103
243,Lauric arginate,,Lauric arginate,200 mg/kg,numeric,170,103
961,Neotame,,,100 mg/kg,numeric,,104
,PHOSPHATES,,,"1,500 mg/kg",numeric,,104
,POLYSORBAT,,,"3,000 mg/kg",numeric,,104
124,Ponceau 4R,,,100 mg/kg,numeric,,104
310,Propyl gallate,,,90 mg/kg,numeric,"15, 2",104
477,Propylene glycol,,,"5,000 mg/kg",numeric,,104
,RIBOFLAVINS,,,300 mg/kg,numeric,,104
,SACCHARINS,,,100 mg/kg,numeric,,104
,SORBATES,,,"1,000 mg/kg",numeric,42,104
960,Steviol glycosides,,,330 mg/kg,numeric,26,104
955,Sucralose,,,400 mg/kg,numeric,,104
474,Sucroglycerides,,,"5,000 mg/kg",numeric,,104
110,Sunset yellow,,,100 mg/kg,numeric,,104
405,Propylene glycol,,,GMP,gmp,,104
436,Polyoxyethylene,,,GMP,gmp,,104
475,Poly glycerol,,,GMP,gmp,,104
432,Polyoxyethylene,,,GMP,gmp,,104
435,Polyoxyethylene,,,GMP,gmp,,105
1411,Distarch glycerol,,,GMP,gmp,,105
1432,Distarch glycerol,,,GMP,gmp,,105
1443,Distarch glycerol,,,GMP,gmp,,105
,TARTRATES,,,"1,000 mg/kg",numeric,,105
100,Curcumin,,,100 mg/kg,numeric,,105
160,Annatto,,Annatto,100 mg/kg,numeric,,105
122,Carmoisine,,Annatto,100 mg/kg,numeric,,105
127,Erythrosine,,Annatto,50 mg/kg,numeric,,105
102,Tartrazine,,Annatto,100 mg/kg,numeric,,105
,TOCOPHERO,,Annatto,500 mg/kg,numeric,,105
928,Benzoyl peroxide,1.8.1,"Liquid whey
and whey
products
excluding
whey cheeses",100 mg/kg,numeric,74,105
,PHOSPHATES,1.8.1,PHOSPHATES,880 mg/kg,numeric,"33, 228",105
928,Benzoyl peroxide,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",100 mg/kg,numeric,147,106
509,Calcium chloride,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
526,Calcium,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
1442,Hydroxypropyl,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses","10,000 mg/kg",numeric,"10,000",106
460(i),Microcrystalline,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses","10,000 mg/kg",numeric,"10,000",106
,PHOSPHATES,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses","4,400 mg/kg",numeric,33,106
501(i),Potassium,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
508,Potassium,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
332(i),Potassium,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
501(ii),Potassium,1.8.2,"Dried whey
and whey
products,
excluding
whey cheeses",GMP,gmp,,106
525,Potassium,,,GMP,gmp,,107
554,Sodium,,,"1,140 mg/kg",numeric,6,107
500(i),Sodium carbonate,,,GMP,gmp,,107
331(i),Sodium,,,GMP,gmp,,107
500(ii),Sodium hydrogen,,,GMP,gmp,,107
524,Sodium hydroxide,,,GMP,gmp,,107
500(iii),500(iii),,Sodium,GMP,gmp,,107
332(ii),Tripotassium,,Sodium,GMP,gmp,,107
331(iii),Trisodium citrate,,Sodium,GMP,gmp,,107
,"ASCORBYL
ESTERS",2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",500 mg/kg,numeric,"10,171",108
320,"Butylated
hydroxyanisole
(BHA)",2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",175 mg/kg,numeric,"15,
171,
133",108
321,"Butylated
hydroxytoluene
(BHT)",2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",75 mg/kg,numeric,"15,
171,
133",108
310,Propyl gallate,2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",100 mg/kg,numeric,"15,
133,
171",108
,"Gallate(octyl/
ethyl/dodecyl )",2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",100 mg/kg,numeric,,108
330,Citric acid,2.1.1,"Butter oil,
anhydrous
milk fat and
ghee (no
additives in
case of ghee)",GMP,gmp,171,108
,Lecithins,2.1.2,"Vegetable
oils, fats and
bakery
shortenings",GMP,gmp,,108
300,Ascorbic acid,2.1.2,"Vegetable
oils, fats and
bakery
shortenings",GMP,gmp,,108
310,Propyl gallate,2.1.2,"Vegetable
oils, fats and
bakery
shortenings",200 mg/kg,numeric,"15,
130",108
,"TOCOPHE
ROLS",2.1.2,"Vegetable
oils, fats and
bakery
shortenings",GMP,gmp,,108
,ASCORBYL,2.1.2,"Vegetable
oils, fats and
bakery
shortenings",500 mg/kg,numeric,,108
320,"Butylated
hydroxyanisole
(BHA)",,,200 mg/kg,numeric,"130,
15",109
321,"Butylated
hydroxytoluene
(BHT)",,,200 mg/kg,numeric,"130,
15",109
,Citric acid,,,GMP,gmp,"15,
277",109
334,Tartric acid,,,GMP,gmp,"15,
277",109
314,Guaiac resin,,,"1,000 mg/kg",numeric,,109
319,TBHQ,,,200 mg/kg,numeric,"15
,130",109
,Sodium citrate,,,GMP,gmp,,109
384,"Isopropyl
citrate mixture",,,200 mg/kg,numeric,,109
472c,"Citric and
fatty acid esters
of glycerol",,,100 mg/kg,numeric,,109
338,"Phosphoric
acid",,,100 mg/kg,numeric,,109
900a,"Polydimethylsi
loxane",,,10 mg/kg,numeric,,109
160a(ii),"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,109
,CAROTENOI,,,25 mg/kg,numeric,232,109
472e,"Diacetyltartaric
acid and fatty
acid esters of
glycerol",,,"10,000 mg/kg",numeric,,110
,"POLYSORBA
TES",,,"5,000 mg/kg",numeric,102,110
477,"Propylene
glycol esters of
fatty acids",,,"10,000 mg/kg",numeric,,110
484,Stearyl citrate,,,GMP,gmp,,110
,"THIODIPRO
PIONATES",,,200 mg/kg,numeric,46,110
472b,"Lactic and
fatty acid esters
of glycerol",,,"10,000 mg/kg",numeric,408,110
471,"Mono and
diglycerides of
fatty acids",,,GMP,gmp,408,110
475,"Polyglycerol
esters of fatty
acid",,,"5,000 mg/kg",numeric,408,110
,Lecithins,2.1.3,"Lard, tallow,
fish oil, and
other animal
fats (edible
fats)",GMP,gmp,,110
300,Ascorbic acid,2.1.3,"Lard, tallow,
fish oil, and
other animal
fats (edible
fats)",GMP,gmp,,110
310,Propyl gallate,2.1.3,"Lard, tallow,
fish oil, and
other animal
fats (edible
fats)",200 mg/kg,numeric,"15,
130",110
,"TOCOPHER
OLS",2.1.3,"Lard, tallow,
fish oil, and
other animal
fats (edible
fats)",GMP,gmp,,110
,"ASCORBYL
ESTERS",,,500 mg/kg,numeric,10,111
320,"Butylated
hydroxyanisole
(BHA)",,,200 mg/kg,numeric,"130,
15",111
321,"Butylated
hydroxytoluene
(BHT)",,,200 mg/kg,numeric,"130,
15",111
330,Citric acid,,,GMP,gmp,,111
334,Tartric acid,,,GMP,gmp,,111
314,Guaiac resin,,,"1,000 mg/kg",numeric,,111
319,TBHQ,,,200 mg/kg,numeric,"15,130",111
331(iii),Sodium citrate,,,GMP,gmp,,111
338,"Phosphoric
acid",,,100 mg/kg,numeric,,111
900a,"Dimethyl
polysiloxane",,,10 mg/kg,numeric,,111
161a(ii),"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,111
,"CAROTENOI
DS",,,25 mg/kg,numeric,,111
472e,"Diacetyl
tartaric acid
and fatty acid
esters of
glycerol",,,"10,000 mg/kg",numeric,,112
143,Fast green FCF,,,100 mg/kg,numeric,,112
132,Indigotine,,,100 mg/kg,numeric,,112
384,"Isopropyl
citrate mixture",,,200 mg/kg,numeric,,112
,"POLYSORBA
TES",,,"5,000 mg/kg",numeric,102,112
477,"Propylene
glycol esters of
fatty acids",,,"10,000 mg/kg",numeric,,112
484,Stearyl citrate,,,GMP,gmp,,112
110,"Sunset yellow
FCF",,,100 mg/kg,numeric,,112
,"THIODIPRO
PIONATES",,,200 mg/kg,numeric,46,112
100,Curcumin,2.2.1,"Butter
(Butter and
Milk Fat)",100 mg/kg,numeric,,112
160a(ii),"beta-Carotenes,
vegetable",2.2.1,"Butter
(Butter and
Milk Fat)",600 mg/kg,numeric,,112
,Annatto,2.2.1,"Butter
(Butter and
Milk Fat)",20 mg/kg,numeric,8,112
,"CAROTENOI
DS",2.2.1,"Butter
(Butter and
Milk Fat)",35 mg/kg,numeric,"146,
291",112
,PHOPHATES,,,880 mg/kg,numeric,"33, 34",113
500(i),"Sodium
carbonate",,,GMP,gmp,,113
500(ii),"Sodium
hydrogen
carbonate",,,GMP,gmp,,113
,Lecithins,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",GMP,gmp,,113
310,Propyl gallate,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",200 mg/kg,numeric,"15,
130",113
,Tocopherols,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",GMP,gmp,,113
,"ASCORBYL
ESTERS",2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",500 mg/kg,numeric,10,113
320,"Butylated
hydroxyanisole
(BHA)",2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",200 mg/kg,numeric,"130,
15",113
321,"Butylated
hydroxytoluene
(BHT)",2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",200 mg/kg,numeric,"130,
15",113
334,Tartric acid,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",GMP,gmp,,113
314,Guaiac resin,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)","1,000 mg/kg",numeric,,113
319,TBHQ,2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",200 mg/kg,numeric,"15,
130",113
384,"Isopropyl
citrate mixture",2.2.2,"Fat
spreads,
dairy fat
spreads and
blended
spreads
(margarine
and fat
spreads)",100 mg/kg,numeric,,113
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,10 g/kg,numeric,,114
477,"1,2 -propylene
glycol esters of
fatty acids",,,20 g/kg,numeric,,114
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,,"10,000 mg/kg",numeric,359,114
474,"Sucroglyceride
s",,,"10,000 mg/kg",numeric,102,114
,SORBATES,,,"1,000 mg/kg",numeric,42,114
160a(ii),"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,114
160b,Annatto,,,20 mg/kg,numeric,,114
100,Curcumin,,,5 mg/kg,numeric,,114
,"CAROTENOI
DS",,,35 mg/kg,numeric,,114
,"ETHYLENE
DIAMINE
TETRA
ACETATES
(EDTA)",,,50 mg/kg,numeric,21,114
,BENZOATES,,,"1,000 mg/kg",numeric,13,114
161g,Canthaxanthin,,,15 mg/kg,numeric,"214,
215",114
150c,"Caramel III -
Ammonia
caramel",,,500 mg/kg,numeric,,114
150d,"Caramel IV-
Sulfite
ammonia
caramel",,,500 mg/kg,numeric,214,115
,"HYDROXY
BENZOATES
, PARA",,,300 mg/kg,numeric,27,115
243,"Lauric alginate
ethyl ester",,,200 mg/kg,numeric,"214,
215",115
,"PHOSPHATE
S",,,"2,200 mg/kg",numeric,33,115
900a,"Polydimethylsi
loxane",,,10 mg/kg,numeric,152,115
,"POLYSORBA
TES",,,"5,000 mg/kg",numeric,102,115
,"RIBOFLAVI
NS",,,300 mg/kg,numeric,,115
484,Stearyl citrate,,,100 mg/kg,numeric,15,115
,"STEAROYL
LACTYLATE
S",,,"10,000 mg/kg",numeric,,115
479,"Thermally
oxidized soya
bean oil
interacted with
mono- and
diglycerides of
fatty acids",,,"5,000 mg/kg",numeric,,115
,"THIODIPRO
PIONATES",,,200 mg/kg,numeric,46,115
473a,"Sucrose
oligoesters,",,,"10,000 mg/kg",numeric,"348,
360",115
473,"Sucrose esters
of fatty acids",,,"10,000 mg/kg",numeric,"348,
360",116
475,"Poly glycerol
esters of fatty
acid",,,"5,000 mg/kg",numeric,359,116
950,"Acesulfame
potassium",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions","1,000 mg/kg",numeric,188,116
,"ASCORBYL
ESTERS",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",500 mg/kg,numeric,10,116
951,Aspartame,2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions","1,000 mg/kg",numeric,191,116
,BENZOATES,2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions","1,000 mg/kg",numeric,13,116
133,"Brilliant blue
FCF",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",100 mg/kg,numeric,,116
320,"Butylated
hydroxyanisole
(BHA)",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",200 mg/kg,numeric,"130,
15",116
321,"Butylated
hydroxytoluene
(BHT)",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",200 mg/kg,numeric,"130,
15",116
161g,"Canthaxanthhi
n",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",15 mg/kg,numeric,,116
150c,"Caramel III -
ammonia
caramel",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions","20,000 mg/kg",numeric,,116
160a(ii),"beta-Carotenes,
vegetable",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions","1,000 mg/kg",numeric,,116
,"CAROTENOI
DS",2.3,"Fat emulsions
mainly of
type oil-in-
water,
including
mixed and/or
flavoured
products
based on fat
emulsions",200 mg/kg,numeric,,116
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,"10,000 mg/kg",numeric,,117
,"HYDROXYB
ENZOATES,
PARA -",,,300 mg/kg,numeric,27,117
132,"Indigotine
(indigo
caramine)",,,100 mg/kg,numeric,,117
961,Neotame,,,10 mg/kg,numeric,,117
,"PHOSPHATE
S",,,"2,200 mg/kg",numeric,33,117
,"POLYSORBA
TES",,,"5,000 mg/kg",numeric,102,117
310,Propyl gallate,,,200 mg/kg,numeric,"15,
130",117
477,"Propylene
glycol esters of
fatty acids",,,"30,000 mg/kg",numeric,,117
,"RIBOFLAVI
NS",,,300 mg/kg,numeric,,117
,SORBATES,,,"1,000 mg/kg",numeric,42,117
475,"Poly
glycerol esters
of fatty acid",,,"20,000 mg/kg",numeric,363,117
405,"Propylene
glycol alginate",,,"3,000 mg/kg",numeric,,117
,"STEAROYL
LACTYLATE
S",,,"3,000 mg/kg",numeric,,117
,SORBITAN,,,"5,000 mg/kg",numeric,363,117
473,"Sucrose esters
of fatty acids",,,"5,000 mg/kg",numeric,"363,
102",118
474,"Sucroglyceride
s",,,"10,000 mg/kg",numeric,102,118
319,"Tertiary
butylhydroquin
one",,,200 mg/kg,numeric,"15,
130",118
405,"Propylene
glycol alginate",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",10 g/kg,numeric,,118
475,"Polyglycerol
esters of fatty
acids",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",10 g/kg,numeric,,118
432,"Polyoxethylene
sorbitian
monolaureate",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",10 g/kg,numeric,,118
436,"Polyoxethylene
sorbitian
tristearate",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",10 g/kg,numeric,,118
435,"Polyoxethylene
sorbitian
monolstearate",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",10 g/kg,numeric,,118
951,Aspartame,2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)","1,000 mg/kg",numeric,191,118
955,Sucralose,2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",400 mg/kg,numeric,,118
100,Curcumin,2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",100 mg/kg,numeric,,118
160a(ii),"beta-Carotenes,
vegetable",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)","1,000 mg/kg",numeric,,118
,"RIBOFLAVI
NS",2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",300 mg/kg,numeric,,118
160b,Annatto,2.4,"Fat-based
desserts
excluding
dairy-based
dessert
products of
food category
1.7 (frozen
desserts/froze
n confections)",100 mg/kg,numeric,,118
160e,"Beta apo -8-
carotenal",,,100 mg/kg,numeric,,119
150d,"Caramel color -
ammonium
sulphite
process",,,3 g/kg,numeric,,119
,TARTRATES,,,1 g/kg,numeric,,119
950,"Acesulfame
potassium",,,350 mg/kg,numeric,188,119
129,Allura red AC,,,100 mg/kg,numeric,,119
,"ASCORBYL
ESTERS",,,80 mg/kg,numeric,10,119
962,"Aspartame-
acesulfame salt",,,350 mg/kg,numeric,113,119
,BENZOATES,,,"1,000 mg/kg",numeric,13,119
133,"Brilliant blue
FCF",,,100 mg/kg,numeric,,119
320,"Butylated
hydroxyanisole
(BHA)",,,200 mg/kg,numeric,"130,
15",119
321,"Butylated
hydroxytoluene
(BHT)",,,200 mg/kg,numeric,"130,
15",119
161g,Canthaxanthin,,,100 mg/kg,numeric,,119
150c,"Caramel III -
ammonia
caramel",,,"20,000 mg/kg",numeric,,119
,CAROTENOI,,,150 mg/kg,numeric,,119
,"CHLOROPH
YLLS AND
CHLOROPH
YLLINS,
COPPER
COMPLEX",,,500 mg/kg,numeric,,120
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,"5,000 mg/kg",numeric,,120
143,Fast green FCF,,,100 mg/kg,numeric,,120
163(ii),"Grape skin
estract",,,200 mg/kg,numeric,181,120
132,"Indigotine
(indigo
caramine)",,,100 mg/kg,numeric,,120
,"IRON
OXIDES",,,350 mg/kg,numeric,,120
961,Neotame,,,100 mg/kg,numeric,,120
,"PHOSPHATE
S",,,"1,500 mg/kg",numeric,33,120
,"POLYSORBA
TES",,,"3,000 mg/kg",numeric,102,120
124,Ponceau 4R,,,50 mg/kg,numeric,,120
310,Propyl gallate,,,200 mg/kg,numeric,"15,
130",120
477,"Propylene
glycol esters of
fatty acids",,,"40,000 mg/kg",numeric,,120
,SACCHARIN,,,100 mg/kg,numeric,,120
,SORBATES,,,"1,000 mg/kg",numeric,42,121
474,"Sucroglyceride
s",,,"5,000 mg/kg",numeric,,121
110,"Sunset yellow
FCF",,,50 mg/kg,numeric,,121
319,"Tertiary
butylhydroquin
one",,,200 mg/kg,numeric,"15,
130",121
950,"Acesulfame
potassium",2.4.1,"Cocoa based
spreads
including
fillings","1,000 mg/kg",numeric,188,121
951,Aspartame,2.4.1,"Cocoa based
spreads
including
fillings","3,000 mg/kg",numeric,191,121
,BENZOATES,2.4.1,"Cocoa based
spreads
including
fillings","1,500 mg/kg",numeric,13,121
310,Propyl gallate,2.4.1,"Cocoa based
spreads
including
fillings",200 mg/kg,numeric,"15,
130",121
,"ACSCORBYL
ESTERS",2.4.1,"Cocoa based
spreads
including
fillings",500 mg/kg,numeric,"10,
15,114",121
905d,"Mineral oil,
high viscosity",2.4.1,"Cocoa based
spreads
including
fillings","2,000 mg/kg",numeric,3,121
905e,"Mineral oil,
medium and
low viscosity,
class I",2.4.1,"Cocoa based
spreads
including
fillings","2,000 mg/kg",numeric,3,121
,"ETHYLENE
DIAMINE
TETRA
ACETATES",2.4.1,"Cocoa based
spreads
including
fillings",50 mg/kg,numeric,21,121
,"HYDROXYB
ENZOATES,
PARA-",2.4.1,"Cocoa based
spreads
including
fillings",300 mg/kg,numeric,27,121
243,"Lauric arginate
ethyl ester",,,200 mg/kg,numeric,,122
,"PHOSPHATE
S",,,880 mg/kg,numeric,33,122
,"POLYSORBA
TES",,,"1,000 mg/kg",numeric,,122
,"SACCHARIN
S",,,200 mg/kg,numeric,,122
955,"Sucralose
(Trichlorogalac
to sucrose)",,,400 mg/kg,numeric,169,122
