ins,additive_name,food_category_code,food_category,max_level,limit_type,note,page
163(ii),"Grape skin
extract",,,200 mg/kg,numeric,181,204
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229,33",204
,"POLYSORBA
TES",,,"5,000 mg/kg",numeric,11,204
,"SODIUM
ALUMINIUM
PHOSPHATE
S",,,100 mg/kg,numeric,"246, 6",204
319,"Tertiary
butylhydroquin
one (TBHQ)",,,200 mg/kg,numeric,"15, 195",204
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,,"10,000 mg/kg",numeric,11,204
405,"Propylene
glycol alginate
[This amendme",,,"2,000 mg/kg",numeric,,204
129,Allura red AC,7.1.3,Other,100 mg/kg,numeric,,204
523,"Aluminium
ammonium
sulfate",,"ordinary
bakery
products",100 mg/kg,numeric,"6, 244,
246",205
,"CAROTENOI
DS",,"ordinary
bakery
products",100 mg/kg,numeric,,205
150c,"Caramel III -
ammonia
caramel",,"ordinary
bakery
products","50,000 mg/kg",numeric,,205
150d,"Caramel IV –
sulfite
ammonia
caramel",,"ordinary
bakery
products","50,000 mg/kg",numeric,,205
,"PHOSPHATE
S",,"ordinary
bakery
products","9,300 mg/kg",numeric,"229,33",205
,"POLYSORBA
TES",,"ordinary
bakery
products","3,000 mg/kg",numeric,11,205
310,Propyl gallate,,"ordinary
bakery
products",100 mg/kg,numeric,"15, 130",205
,"SODIUM
ALUMINIUM
PHOSPHATE
S",,"ordinary
bakery
products",100 mg/kg,numeric,"6, 244,
246",205
319,"Tertiary
butylhydroquin
one (TBHQ)",,"ordinary
bakery
products",200 mg/kg,numeric,"15, 130",205
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,"ordinary
bakery
products","10,000 mg/kg",numeric,11,205
,"CAROTENOI
DS",7.1.4,"Bread-type
products,",200 mg/kg,numeric,116,205
,"CHLOROPH
YLLS AND
CHLOROPH
YLLINS,
COPPER
COMPLEXES",,"including
bread stuffing
and bread
crumbs",6 mg/kg,numeric,62,206
150c,"Caramel III -
ammonia
caramel",,"including
bread stuffing
and bread
crumbs","50,000 mg/kg",numeric,,206
,"beta-Carotenes,
vegetable",,"including
bread stuffing
and bread
crumbs","1,000 mg/kg",numeric,,206
163(ii),"Grape skin
extract",,"including
bread stuffing
and bread
crumbs",200 mg/kg,numeric,181,206
,"PHOSPHATE
S",,"including
bread stuffing
and bread
crumbs","9,300 mg/kg",numeric,"229,33",206
,"POLYSORBA
TES",,"including
bread stuffing
and bread
crumbs","3,000 mg/kg",numeric,11,206
475,"Poly glycerol
esters of fatty
acid",,"including
bread stuffing
and bread
crumbs","10,000 mg/kg",numeric,,206
319,"Tertiary
butylhydroquin
one (TBHQ)",,"including
bread stuffing
and bread
crumbs",200 mg/kg,numeric,"15, 195",206
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,"including
bread stuffing
and bread
crumbs","10,000 mg/kg",numeric,11,206
523,"Aluminium
ammonium
sulfate",7.1.5,"Steamed
breads and
buns",40 mg/kg,numeric,"246, 6,
248",206
,"CAROTENOI
DS",,,100 mg/kg,numeric,216,207
150c,"Caramel III -
ammonia
caramel",,,"50,000 mg/kg",numeric,,207
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229,33",207
,"POLYSORBA
TES",,,"3,000 mg/kg",numeric,11,207
477,"Propylene
glycol esters of
fatty acids",,,"15,000 mg/kg",numeric,"11, 72",207
,"SODIUM
ALUMINIUM
PHOSPHATE
S",,,40 mg/kg,numeric,"246, 6,
248",207
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,,"10,000 mg/kg",numeric,11,207
405,"Propylene
glycol alginate
[This amendme",,,500 mg/kg,numeric,,207
523,"Aluminium
ammonium
sulfate",7.1.6,"Mixes for
bread and
ordinary
bakery wares",40 mg/kg,numeric,"246,
6, 249",207
150c,"Caramel III -
ammonia",7.1.6,"Mixes for
bread and
ordinary
bakery wares","50,000 mg/kg",numeric,,207
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229,33",208
,"POLYSORBA
TES",,,"3,000 mg/kg",numeric,11,208
,"SODIUM
ALUMINIUM
PHOSPHATE
S",,,40 mg/kg,numeric,"248, 246,
6",208
,"SORBITAN
ESTERS OF
FATTY
ACIDS",,,"10,000 mg/kg",numeric,11,208
405,"Propylene
glycol alginate
[This amendme",,,"20,000 mg/kg",numeric,,208
,"STEAROY
L
LACTYLATE
S",7.2,"Fine bakery
wares (sweet,
salty, savoury)
and mixes","5,000 mg/kg",numeric,,208
,"SORBITAN
ESTERS OF
FATTY
ACIDS",7.2,"Fine bakery
wares (sweet,
salty, savoury)
and mixes","10,000 mg/kg",numeric,,208
234,Nisin,7.2,"Fine bakery
wares (sweet,
salty, savoury)
and mixes",6.25 mg/kg,numeric,233,208
,POLYOXYET,7.2,"Fine bakery
wares (sweet,
salty, savoury)
and mixes","3,000 mg/kg",numeric,,208
1520,"Propylene
glycol",,,"1,500 mg/kg",numeric,,209
473a,"Sucrose
oligoesters,
Type I and
Type II",,,"10,000 mg/kg",numeric,348,209
124,Ponceau 4R,,,50 mg/kg,numeric,,209
110,"Sunset yellow
FCF",,,50 mg/kg,numeric,,209
950,"Acesulfame
potassium",7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies","1,000 mg/kg",numeric,"165,188",209
129,Allura red AC,7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies",100 mg/kg,numeric,,209
951,Aspartame,7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies","1,700 mg/kg",numeric,"191,165",209
962,"Aspartame-
acesulfame salt",7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies","1,000 mg/kg",numeric,"77, 113",209
,BENZOATES,7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies","1,000 mg/kg",numeric,13,209
901,Beeswax,7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies",GMP,gmp,3,209
133,"Brilliant blue
FCF",7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies",100 mg/kg,numeric,,209
,"CAROTENOI
DS",7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies",100 mg/kg,numeric,,209
,"CHLOROPH
YLLS AND
CHLOROPH
YLLINS,
COPPER
COMPLEXES",7.2.1,"Cakes,
cookies,
biscuit,
cracker and
pies",75 mg/kg,numeric,,209
902,Candelilla wax,,,GMP,gmp,3,210
150c,"Caramel III -
ammonia
caramel",,,"50,000 mg/kg",numeric,,210
150d,"Caramel IV –
sulfite
ammonia
caramel",,,"1,200 mg/kg",numeric,,210
,"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,210
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,"20,000 mg/kg",numeric,,210
,"HYDROXYB
ENZOATES,
PARA-",,,300 mg/kg,numeric,27,210
,"IRON
OXIDES",,,100 mg/kg,numeric,,210
132,"Indigotine
(Indigo
carmine)",,,100 mg/kg,numeric,,210
961,Neotame,,,80 mg/kg,numeric,165,210
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229,33",210
,"RIBOFLAVI
NS",,,300 mg/kg,numeric,,210
,"SACCHARIN
S",,,170 mg/kg,numeric,165,210
,SULFITES,,,50 mg/kg,numeric,44,211
904,"Shellac,
bleached",,,GMP,gmp,3,211
955,"Sucralose
(Trichlorogalac
tosucrose)",,,700 mg/kg,numeric,165,211
474,"Sucroglyceride
s",,,"10,000 mg/kg",numeric,,211
473,"Sucrose esters
of Fatty acids",,,GMP,gmp,,211
334,Tartaric acid,,,GMP,gmp,,211
928,"Benzoyl
peroxide",,,40 mg/kg,numeric,,211
100(i),Curcurmin,,,GMP,gmp,,211
161g,Canthaxanthin,,,GMP,gmp,,211
,Annatto,,,GMP,gmp,,211
122,Carmoisine,,,100 mg/kg,numeric,,211
127,Erythrosine,,,50 mg/kg,numeric,,211
,"POLYSORBA
TES",,,"3,000 mg/kg",numeric,,211
102,Tartarazine,,,100 mg/kg,numeric,,211
475,"Poly glycerol
esters of fatty
acid",,,"10,000 mg/kg",numeric,,211
,"TOCOPHERO
LS",,,200 mg/kg,numeric,389,211
,TARTRATES,,,"5,000 mg/kg",numeric,45,211
405,Propylene,,,"3,000 mg/kg",numeric,,211
950,"Acesulfame
potassium",7.2.2,"Other fine
bakery
products","1,000 mg/kg",numeric,"165,188",212
129,Allura red AC,7.2.2,"Other fine
bakery
products",100 mg/kg,numeric,,212
951,Aspartame,7.2.2,"Other fine
bakery
products","1,700 mg/kg",numeric,"191,165",212
962,"Aspartame-
acesulfame salt",7.2.2,"Other fine
bakery
products","1,000 mg/kg",numeric,"77,113",212
,BENZOATES,7.2.2,"Other fine
bakery
products","1,000 mg/kg",numeric,13,212
901,Beeswax,7.2.2,"Other fine
bakery
products",GMP,gmp,3,212
133,"Brilliant blue
FCF",7.2.2,"Other fine
bakery
products",200 mg/kg,numeric,,212
,"CAROTENOI
DS",7.2.2,"Other fine
bakery
products",100 mg/kg,numeric,,212
,"CHLOROPH
YLLS AND
CHLOROPH
YLLINS,
COPPER
COMPLEXES",7.2.2,"Other fine
bakery
products",75 mg/kg,numeric,,212
902,Candelilla wax,7.2.2,"Other fine
bakery
products",GMP,gmp,3,212
150c,"Caramel III -
ammonia
caramel",7.2.2,"Other fine
bakery
products","50,000 mg/kg",numeric,,212
150d,"Caramel IV –
sulfite
ammonia
caramel",7.2.2,"Other fine
bakery
products","1,200 mg/kg",numeric,,212
,"POLYSORBA
TES",7.2.2,"Other fine
bakery
products","3,000 mg/kg",numeric,,212
,"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,213
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,"20,000 mg/kg",numeric,,213
,"HYDROXYB
ENZOATES,
PARA-",,,300 mg/kg,numeric,27,213
,"IRON
OXIDES",,,100 mg/kg,numeric,,213
132,"Indigotine
(Indigo
carmine)",,,200 mg/kg,numeric,,213
961,Neotame,,,80 mg/kg,numeric,165,213
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229, 33",213
,"RIBOFLAVI
NS",,,300 mg/kg,numeric,,213
,"SACCHARIN
S",,,170 mg/kg,numeric,165,213
,SULFITES,,,50 mg/kg,numeric,44,213
904,"Shellac,
bleached",,,GMP,gmp,3,213
955,Sucralose,,,700 mg/kg,numeric,165,213
474,"Sucroglyceride
s",,,"10,000 mg/kg",numeric,,213
475,"Poly glycerol
esters of fatty",,,"10,000 mg/kg",numeric,,213
405,"Propylene
glycol alginate
[This amendme",,,2000 mg/kg,numeric,,214
950,"Acesulfame
potassium",7.2.3,"Mixes for fine
bakery wares","1,000 mg/kg",numeric,"165,188",214
129,Allura red AC,7.2.3,"Mixes for fine
bakery wares",100 mg/kg,numeric,,214
951,Aspartame,7.2.3,"Mixes for fine
bakery wares","1,700 mg/kg",numeric,"191,165",214
962,"Aspartame-
acesulfame salt",7.2.3,"Mixes for fine
bakery wares","1,000 mg/kg",numeric,"77,113",214
901,Beeswax,7.2.3,"Mixes for fine
bakery wares",GMP,gmp,3,214
133,"Brilliant blue
FCF",7.2.3,"Mixes for fine
bakery wares",200 mg/kg,numeric,,214
,"CAROTENOI
DS",7.2.3,"Mixes for fine
bakery wares",100 mg/kg,numeric,,214
,"CHLOROPH
YLLS AND
CHLOROPH
YLLINS,
COPPER
COMPLEXES",7.2.3,"Mixes for fine
bakery wares",75 mg/kg,numeric,,214
902,Candelilla wax,7.2.3,"Mixes for fine
bakery wares",GMP,gmp,3,214
150c,"Caramel III -
ammonia
caramel",7.2.3,"Mixes for fine
bakery wares","50,000 mg/kg",numeric,,214
150d,"Caramel IV –
sulfite",7.2.3,"Mixes for fine
bakery wares","1,200 mg/kg",numeric,,214
,"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,215
472e,"Diacetyltartaric
and fatty acid
esters of
glycerol",,,"20,000 mg/kg",numeric,,215
,"HYDROXYB
ENZOATES,
PARA-",,,300 mg/kg,numeric,27,215
,"IRON
OXIDES",,,100 mg/kg,numeric,,215
132,"Indigotine
(Indigo
carmine)",,,200 mg/kg,numeric,,215
961,Neotame,,,80 mg/kg,numeric,"165,",215
,"PHOSPHATE
S",,,"9,300 mg/kg",numeric,"229,33",215
310,Propyl gallate,,,200 mg/kg,numeric,"196,15",215
,"RIBOFLAVI
NS",,,300 mg/kg,numeric,,215
,"SACCHARIN
S",,,170 mg/kg,numeric,165,215
,SULFITES,,,50 mg/kg,numeric,44,215
904,"Shellac,
bleached",,,GMP,gmp,3,215
955,"Sucralose
(Trichlorogalac",,,700 mg/kg,numeric,165,215
474,"Sucroglyceride
s",,,"10,000 mg/kg",numeric,,216
,"POLYSORBA
TES",,,"3,000 mg/kg",numeric,,216
475,"Poly glycerol
esters of fatty
acid",,,"15,000 mg/kg",numeric,11,216
405,"Propylene
glycol alginate
[This amendme",,,"10,000 mg/kg",numeric,,216
,Paprika oleoresin,8.2,"Processed
meat and
poultry
products in
whole pieces
or cuts",GMP,gmp,,217
,POLYSORBAT,8.2,"Processed
meat and
poultry
products in
whole pieces
or cuts","5,000 mg/kg",numeric,,217
310,Propyl gallate,8.2,Propyl gallate,200 mg/kg,numeric,,217
319,Tertiary,8.2,Propyl gallate,100 mg/kg,numeric,,217
133,"Brilliant Blue
FCF",,,100 mg/kg,numeric,,218
320,Butylated,,,200 mg/kg,numeric,"15, 130,",218
321,Butylated,,"Butylated
hydroxytoluene
(BHT)",100 mg/kg,numeric,"15, 130,",218
150c,"Caramel III -
ammonia caramel",,"Butylated
hydroxytoluene
(BHT)",GMP,gmp,,218
150d,"Caramel IV –
sulfite ammonia
caramel",,"Butylated
hydroxytoluene
(BHT)",GMP,gmp,,218
,"beta-Carotenes,",,"Butylated
hydroxytoluene
(BHT)","5,000 mg/kg",numeric,,218
127,Erythrosine,,Erythrosine,30 mg/kg,numeric,,218
143,Fast green FCF,,Erythrosine,100 mg/kg,numeric,,218
,RIBOFLAVINS,,Erythrosine,300 mg/kg,numeric,,218
110,Sunset yellow,,Erythrosine,100 mg/kg,numeric,,218
,PHOSPHATES,8.2.1,Non-heat,"2,200 mg/kg",numeric,33,219
163(ii),"Grape skin
extract",8.2.1,Non-heat,"5,000 mg/kg",numeric,,219
,BENZOATES,8.2.1.2,Cured,"1,000 mg/kg",numeric,"3, 13",219
384,Isopropyl citrates,8.2.1.2,processed,200 mg/kg,numeric,,219
235,Natamycin,8.2.1.2,"Natamycin
(Pimaricin)",6 mg/kg,numeric,,219
474,Sucroglycerides,8.2.1.3,Fermented,"5,000 mg/kg",numeric,,219
,NITRITES,8.2.1.3,Fermented,80 mg/kg,numeric,"32,288",219
234,Nisin,,Nisin,25 mg/kg,numeric,"330,",220
,NITRITES,,Nisin,80 mg/kg,numeric,"32, 288",220
,PHOSPHATES,,Nisin,"2,200 mg/kg",numeric,33,220
,SACCHARINS,,Nisin,500 mg/kg,numeric,,220
474,Sucroglycerides,,Nisin,"5,000 mg/kg",numeric,,220
,"TOCOPHER
OLS",,Nisin,500 mg/kg,numeric,,220
905d,"Mineral oil,
High Viscosity",8.2.3,"Frozen raw,",950 mg/kg,numeric,3,220
,PHOSPHATES,8.2.3,"Frozen raw,","2,200 mg/kg",numeric,33,220
133,"Brilliant blue
FCF",8.3,"Processed
comminuted
meat and
poultry
products",100 mg/kg,numeric,,220
320,"Butylatedhydrox
yanisole (BHA)",8.3,"Processed
comminuted
meat and
poultry
products",200 mg/kg,numeric,,220
321,Butylatedhydrox,8.3,"Processed
comminuted
meat and
poultry
products",100 mg/kg,numeric,,220
150c,"Caramel III -
ammonia caramel",,,GMP,gmp,,221
150d,"Caramel IV -
sulfite ammonia
caramel",,,GMP,gmp,,221
127,Erythrosine,,,30 mg/kg,numeric,"4, 290",221
163(ii),Grape skin,,,"5,000 mg/kg",numeric,,221
,NITRITES,,,80 mg/kg,numeric,"286, 32",221
,Paprika oleoresin,,Paprika oleoresin,GMP,gmp,,221
,PHOSPHATES,,Paprika oleoresin,"2,200 mg/kg",numeric,"33, 302",221
,POLYSORBAT,,Paprika oleoresin,"5,000 mg/kg",numeric,,221
,RIBOFLAVINS,,RIBOFLAVINS,"1,000 mg/kg",numeric,,221
310,Propyl gallate,,RIBOFLAVINS,200 mg/kg,numeric,,221
405,Propylene glycol,,RIBOFLAVINS,"3,000 mg/kg",numeric,,221
,SORBATES,,SORBATES,"1,500 mg/kg",numeric,,221
262(ii),Sodium diacetate,,SORBATES,"1,000 mg/kg",numeric,,221
,TOCOPHEROL,,SORBATES,500 mg/kg,numeric,,221
319,Tertiary,,SORBATES,100 mg/kg,numeric,,221
,"beta-Carotenes,
vegetable",8.3.1,Non-heat,20 mg/kg,numeric,118,222
161g,Canthaxanthin,8.3.1.1,Cured,100 mg/kg,numeric,"118,4",222
384,Isopropyl citrate,8.3.1.2,Cured,200 mg/kg,numeric,,222
235,Natamycin,8.3.1.2,(including,20 mg/kg,numeric,"3, 81",222
,BENZOATES,8.3.1.2,dried,"1,000 mg/kg",numeric,"3,13",222
110,Sunset yellow,8.3.1.2,"processed Sunset yellow
FCF",100 mg/kg,numeric,,222
220,Sulphur dioxide,8.3.1.3,"Fermented
non-heat
treated
processed
comminuted
meat and
poultryprodu
cts Fermented",450 mg/kg,numeric,,223
474,Sucroglycerides,8.3.2,"Heat-treated
processed
comminuted
meat and
poultry
products
(canned
cooked ham,
canned
luncheon
meat, canned
chopped
meat)","5,000 mg/kg",numeric,,223
133,Brilliant blue,8.3.2,"Brilliant blue
FCF",200 mg/kg,numeric,,223
,CAROTENOID,8.3.2,"Brilliant blue
FCF",20 mg/kg,numeric,,223
,"beta-Carotenes,",8.3.2,"beta-Carotenes,
vegetable",20 mg/kg,numeric,,223
,ETHYLENE,8.3.2,"beta-Carotenes,
vegetable",35 mg/kg,numeric,,223
474,Sucroglycerides,8.3.2,Sucroglycerides,"5,000 mg/kg",numeric,,223
110,"Sunset yellow
FCF",8.3.2,Sucroglycerides,200 mg/kg,numeric,,223
,"TOCOPHER
OLS",8.3.2,Sucroglycerides,500 mg/kg,numeric,,223
905d,"Mineral oil, high",8.3.3,"Frozen
processed
comminuted
meat and
poultry
products Frozen",950 mg/kg,numeric,3,224
133,Brilliant blue,8.3.3,"comminuted Brilliant blue
FCF",200 mg/kg,numeric,100,224
110,"Sunset yellow
FCF",8.3.3,"comminuted Brilliant blue
FCF",200 mg/kg,numeric,100,224
,Paprika oleoresin,8.4,"Edible
casings",GMP,gmp,,224
,ASCORBYL,8.4,"Edible
casings","5,000 mg/kg",numeric,10,224
133,Brilliant blue,8.4,"Brilliant blue
FCF",100 mg/kg,numeric,,224
,"CAROTENOID
S",8.4,"Brilliant blue
FCF",100 mg/kg,numeric,,224
143,Fast green FCF,8.4,"Brilliant blue
FCF",100 mg/kg,numeric,3,224
163,Grape skin,8.4,"Brilliant blue
FCF","5,000 mg/kg",numeric,,224
,HYDROXYBE,,,36 mg/kg,numeric,27,225
,IRON OXIDES,,,"1,000 mg/kg",numeric,72,225
,PHOSPHATES,,,"1,100 mg/kg",numeric,33,225
,POLYSORBAT,,,"1,500 mg/kg",numeric,,225
,SULFITES,9.1.2,Fresh SULFITES,100 mg/kg,numeric,44,226
950,Acesulfame,9.2,"Processed fish
and fish
products,
including
molluscs,
crustaceans,
and
echinoderms Processed fish",200 mg/kg,numeric,"144 , 188",226
951,Aspartame,9.2,"products,",300 mg/kg,numeric,"144 , 191",226
,CAROTENO,9.2,including,100 mg/kg,numeric,95,226
150c,Caramel III -,9.2,"crustaceans,","30,000 mg/kg",numeric,,226
150d,Caramel IV –,9.2,"crustaceans,","30,000 mg/kg",numeric,95,226
,ASCORBYL,9.2.1,"Frozen fish,
fish fillets, and
fish products,
including
molluscs,
crustaceans,
and
echinoderms(f
rozen shrimps
or prawns,
frozen
lobsters,frozen
squid , frozen
fin fish and
frozen fish
fillets)","1,000 mg/kg",numeric,10,227
300,Ascorbic acid,9.2.1,Ascorbic acid,GMP,gmp,,227
320,Butylated,9.2.1,Ascorbic acid,200 mg/kg,numeric,"15, 180",227
321,Butylated,9.2.1,Ascorbic acid,200 mg/kg,numeric,"15, 180",227
170(i),Calcium,9.2.1,Ascorbic acid,GMP,gmp,95,227
161g,Canthaxanthin,9.2.1,Ascorbic acid,35 mg/kg,numeric,95,227
330,Citric acid,9.2.1,Citric acid,GMP,gmp,"61 , 257",227
,ETHYLENE,9.2.1,Citric acid,75 mg/kg,numeric,21,227
,PHOSPHAT,9.2.1,Citric acid,"2,200 mg/kg",numeric,33,227
,RIBOFLAVI,9.2.1,Citric acid,300 mg/kg,numeric,95,227
,SULFITES,9.2.1,Citric acid,100 mg/kg,numeric,"44 ,139",227
331(i),Sodium,9.2.1,Citric acid,GMP,gmp,61,227
332(ii),Tripotassium,,,GMP,gmp,61,228
1414,Acetylated,,,GMP,gmp,29,228
406,Agar,,,GMP,gmp,"3, 53, 29",228
400,Alginic acid,,,GMP,gmp,29,228
403,Ammonium,,,GMP,gmp,29,228
404,Calcium,,,GMP,gmp,29,228
410,Carob bean,,,GMP,gmp,37,228
407,Carrageenan,,,GMP,gmp,37,228
472c,Citric and,,,GMP,gmp,29,228
1400,"Dextrins,",,,GMP,gmp,"3, 53, 29",228
418,Gellan gum,,,GMP,gmp,29,228
412,Guar gum,,,GMP,gmp,"37, 73",228
414,Gum arabic,,,GMP,gmp,29,228
463,Hydroxypropy,,,GMP,gmp,29,228
464,Hydroxypropy,,,GMP,gmp,29,228
1440,Hydroxypropy,,,GMP,gmp,29,229
472a,Acetic and,,,GMP,gmp,29,229
416,Karaya gum,,,GMP,gmp,29,229
472b,Lactic and,,,GMP,gmp,29,229
,Lecithins,,Lecithins,GMP,gmp,29,229
511,Magnesium,,Lecithins,GMP,gmp,29,229
421,Mannitol,,Lecithins,GMP,gmp,29,229
461,Methyl,,Lecithins,GMP,gmp,37,229
465,Methyl ethyl,,Lecithins,GMP,gmp,29,229
1404,Oxidized,,Lecithins,GMP,gmp,29,229
440,Pectins,,Lecithins,GMP,gmp,"16,37",229
1200,Polydextroses,,Lecithins,GMP,gmp,29,229
402,Potassium,,Lecithins,GMP,gmp,29,229
508,Potassium,,Lecithins,GMP,gmp,29,229
332(i),Potassium,,Lecithins,GMP,gmp,61,229
460(ii),Powdered,,,GMP,gmp,29,230
407a,Processed,,,GMP,gmp,37,230
470(i),Salts of,,,GMP,gmp,"71, 29",230
331(iii),Trisodium,,,GMP,gmp,61,230
470(ii),Salts of oleic,,,GMP,gmp,29,230
401,Sodium,,,GMP,gmp,37,230
466,Carboxymethy,,,GMP,gmp,,230
417,Tara gum,,,GMP,gmp,"29, 73",230
413,Tragacanth,,,GMP,gmp,29,230
333(iii),Tricalcium,,,GMP,gmp,29,230
331(iii),Trisodium,,,GMP,gmp,61,230
415,Xanthan gum,,,GMP,gmp,37,231
331(iii),331(iii),9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,61,231
,ASCORBYL,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium","1,000 mg/kg",numeric,10,231
503(i),Ammonium,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,41,231
300,"Ascorbic acid,",9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,,231
320,Butylated,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",200 mg/kg,numeric,"15, 180",231
321,Butylated,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",200 mg/kg,numeric,"15, 180",231
330,Citric acid,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,61,231
,ETHYLENE,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",75 mg/kg,numeric,21,231
297,Fumaric acid,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,41,231
296,"Malic acid,",9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,41,231
,PHOSPHAT,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium","2,200 mg/kg",numeric,33,231
501(i),Potassium,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,41,231
332(i),Potassium,9.2.2,"Frozen
battered fish,
fish fillets and
fish products,
including
molluscs,
crustaceans,
and
echinoderms Trisodium",GMP,gmp,61,231
501(ii),Potassium,,,GMP,gmp,41,232
500(i),Sodium,,,GMP,gmp,41,232
331(i),Sodium,,,GMP,gmp,61,232
365,Sodium,,,GMP,gmp,41,232
500(ii),Sodium,,,GMP,gmp,41,232
500(iii),Sodium,,,GMP,gmp,41,232
,THIODIPRO,,,200 mg/kg,numeric,"15, 46",232
1414,Acetylated,,,GMP,gmp,63,232
406,Agar,,,GMP,gmp,29,232
410,Carob bean,,,GMP,gmp,177,232
407,Carrageenan,,,GMP,gmp,177,232
472c,Citric and,,,GMP,gmp,129,232
1400,"Dextrins,",,,GMP,gmp,29,233
418,Gellan gum,,,GMP,gmp,29,233
412,Guar gum,,,GMP,gmp,177,233
414,Gum arabic,,,GMP,gmp,29,233
463,Hydroxypropy,,,GMP,gmp,63,233
464,Hydroxypropy,,,GMP,gmp,63,233
1440,Hydroxypropy,,,GMP,gmp,63,233
472a,Acetic and,,,GMP,gmp,29,233
416,Karaya gum,,,GMP,gmp,29,233
472b,Lactic and,,,GMP,gmp,29,233
511,Magnesium,,,GMP,gmp,29,233
421,Mannitol,,,GMP,gmp,29,233
461,Methyl,,,GMP,gmp,177,233
465,Methyl ethyl,,,GMP,gmp,63,233
1404,Oxidized,,,GMP,gmp,63,233
440,Pectins,,,GMP,gmp,177,234
460(ii),Powdered,,,GMP,gmp,29,234
407a,Processed,,,GMP,gmp,177,234
470(i),Salts of,,,GMP,gmp,71,234
470(ii),Salts of oleic,,,GMP,gmp,29,234
401,Sodium,,,GMP,gmp,210,234
466,Carboxymethy,,,GMP,gmp,177,234
417,Tara gum,,,GMP,gmp,"29, 73",234
413,Tragacanth,,,GMP,gmp,29,234
415,Xanthan gum,,,GMP,gmp,177,234
1422,Acetylated,,,GMP,gmp,63,234
1401,Acid-treated,,,GMP,gmp,63,234
1402,Alkaline,,,GMP,gmp,63,235
1442,Hydroxypropy,,,GMP,gmp,63,235
,Lecithins,,Lecithins,GMP,gmp,63,235
1420,Starch acetate,,Lecithins,GMP,gmp,63,235
1410,Monostarch,,Lecithins,GMP,gmp,63,235
332(ii),Tripotassium,,Lecithins,GMP,gmp,61,235
1413,Phosphated,,Lecithins,GMP,gmp,63,235
,CHLOROPH,9.2.3,"Frozen
minced and
creamed fish
products
including
molluscs,
crustaceans,
and
echinoderms",40 mg/kg,numeric,95,235
163(ii),Grape skin,9.2.3,"Frozen
minced and
creamed fish
products
including
molluscs,
crustaceans,
and
echinoderms",GMP,gmp,95,235
,PHOSPHAT,9.2.3,"Frozen
minced and
creamed fish
products
including
molluscs,
crustaceans,
and
echinoderms","2,200 mg/kg",numeric,33,235
124,Ponceau 4R,9.2.3,"Frozen
minced and
creamed fish
products
including
molluscs,
crustaceans,
and
echinoderms",100 mg/kg,numeric,95,235
